NS	NF	LA	LD	LT	NDEV	NUC	REXP	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
1.0	0.06	2.0	3.0	0.04	4.0	0.02	0.0	
